date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:13:34	26556/26556	---MCZ	200	added ('OK')	text/html	etag:W/%228b071065e98ed843d6e3a4c1f5a3a8b7%22	https://gochiusa.com/af/	C:/My%20Websites/AF2022/gochiusa.com/af/index.html	(from )
00:13:34	310/310	---M--	404	error ('Not%20Found')	text/html	etag:%223fe2404938ac42d3770825d4caacfb57%22	https://gochiusa.com/robots.txt		(from )
00:13:34	237/237	---M--	200	added ('OK')	text/plain	etag:%22ce47ce552dc574d456c050c81fd096ba%22	https://gochiusa.com/af/core_sys/images/sys/manifest.json	C:/My%20Websites/AF2022/gochiusa.com/af/core_sys/images/sys/manifest.json	(from https://gochiusa.com/af/)
00:13:34	17542/17542	---M--	200	added ('OK')	image/x-icon	etag:%22bbddb4d91131f96cff4a4d297277cde5%22	https://gochiusa.com/af/core_sys/images/others/favicon/favicon.ico	C:/My%20Websites/AF2022/gochiusa.com/af/core_sys/images/others/favicon/favicon.ico	(from https://gochiusa.com/af/)
00:13:35	6210/6210	---M--	200	added ('OK')	image/png	etag:%222d65620d92a7e2c3a4f0a4f046ef1554%22	https://gochiusa.com/af/core_sys/images/others/favicon/apple-touch-icon-180x180.png	C:/My%20Websites/AF2022/gochiusa.com/af/core_sys/images/others/favicon/apple-touch-icon-180x180.png	(from https://gochiusa.com/af/)
00:13:35	6723/6723	---M--	200	added ('OK')	image/png	etag:%227c1cd4f0acb1d44c087c02d2a4e2a33d%22	https://gochiusa.com/af/core_sys/images/others/favicon/android-chrome-192x192.png	C:/My%20Websites/AF2022/gochiusa.com/af/core_sys/images/others/favicon/android-chrome-192x192.png	(from https://gochiusa.com/af/)
00:13:35	2525/2525	---M-Z	200	added ('OK')	text/css	etag:W/%229dd-5hydjHB6M+y/ZEzs1OMW2TRxN9A%22	https://cdn.jsdelivr.net/npm/yakuhanjp@3.3.1/dist/css/yakuhanjp_s.min.css	C:/My%20Websites/AF2022/cdn.jsdelivr.net/npm/yakuhanjp@3.3.1/dist/css/yakuhanjp_s.min.css	(from https://gochiusa.com/af/)
00:13:35	9527/9527	---MCZ	200	added ('OK')	text/css	etag:W/%2247b3208f26bc79d16253bedacd018b2f%22	https://gochiusa.com/af/core_sys/images/others/css/sanitize.css	C:/My%20Websites/AF2022/gochiusa.com/af/core_sys/images/others/css/sanitize.css	(from https://gochiusa.com/af/)
00:13:36	7316/7316	---MCZ	200	added ('OK')	text/css	etag:W/%225a05762152df63603b04056e9152371c%22	https://gochiusa.com/af/core_sys/images/others/css/magnific-popup-edited.css	C:/My%20Websites/AF2022/gochiusa.com/af/core_sys/images/others/css/magnific-popup-edited.css	(from https://gochiusa.com/af/)
00:13:36	347/347	---M--	200	added ('OK')	text/css	etag:%22162cd975a287c314b1cfc86946b17684%22	https://gochiusa.com/af/core_sys/css/import/top/001/set.css	C:/My%20Websites/AF2022/gochiusa.com/af/core_sys/css/import/top/001/set.css	(from https://gochiusa.com/af/)
00:13:36	258/258	---M--	200	added ('OK')	text/css	etag:%22c756d8ae2ba52d1dd078707f11805aec%22	https://gochiusa.com/af/core_sys/css/import/top/001/dez_pt.css	C:/My%20Websites/AF2022/gochiusa.com/af/core_sys/css/import/top/001/dez_pt.css	(from https://gochiusa.com/af/)
00:13:36	253/253	---M--	200	added ('OK')	text/css	etag:%22e2c56da5fba69ba6edf29b3a97560fee%22	https://gochiusa.com/af/core_sys/css/import/top/001/unit.css	C:/My%20Websites/AF2022/gochiusa.com/af/core_sys/css/import/top/001/unit.css	(from https://gochiusa.com/af/)
00:13:36	0/0	---M--	200	added ('OK')	text/css	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://gochiusa.com/af/core_sys/css/fsc/fss.css	C:/My%20Websites/AF2022/gochiusa.com/af/core_sys/css/fsc/fss.css	(from https://gochiusa.com/af/)
00:13:37	0/0	---M--	200	added ('OK')	text/css	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://gochiusa.com/af/core_sys/css/fsc/fsm.css	C:/My%20Websites/AF2022/gochiusa.com/af/core_sys/css/fsc/fsm.css	(from https://gochiusa.com/af/)
00:13:37	0/0	---M--	200	added ('OK')	text/css	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://gochiusa.com/af/core_sys/css/fsc/fsl.css	C:/My%20Websites/AF2022/gochiusa.com/af/core_sys/css/fsc/fsl.css	(from https://gochiusa.com/af/)
00:13:37	6111/6111	---MCZ	200	added ('OK')	text/plain	etag:W/%22a5b51dabca130a246d50ffd5a9681413%22	https://gochiusa.com/af/core_sys/js/common.js	C:/My%20Websites/AF2022/gochiusa.com/af/core_sys/js/common.js	(from https://gochiusa.com/af/)
00:13:37	0/0	---M--	200	added ('OK')	inode/x-empty	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://gochiusa.com/af/core_sys/js/user.js	C:/My%20Websites/AF2022/gochiusa.com/af/core_sys/js/user.js	(from https://gochiusa.com/af/)
